JDTDB, Calendar Date (TDB), X, Y, Z, VX, VY, VZ,
2460453.500000000, A.D. 2024-May-23 00:00:00.0000,  2.001432678917946E+08, -5.209303687724449E+07, -6.000943334811378E+06,  7.027091997107719E+00,  2.551696411457533E+01,  3.624056747126776E-01,
2460454.500000000, A.D. 2024-May-24 00:00:00.0000,  2.007392050860952E+08, -4.988549906676003E+07, -5.969296485814039E+06,  6.767642211203354E+00,  2.558296672404652E+01,  3.701528360451398E-01,
2460455.500000000, A.D. 2024-May-25 00:00:00.0000,  2.013126983001288E+08, -4.767238349838043E+07, -5.936982223119346E+06,  6.507561741840490E+00,  2.564607782345122E+01,  3.778548702411708E-01,
2460456.500000000, A.D. 2024-May-26 00:00:00.0000,  2.018636946734601E+08, -4.545394026912329E+07, -5.904004491945926E+06,  6.246888312395950E+00,  2.570629128744578E+01,  3.855107266652507E-01,
2460457.500000000, A.D. 2024-May-27 00:00:00.0000,  2.023921446079018E+08, -4.323041997809837E+07, -5.870367328029422E+06,  5.985659712931506E+00,  2.576360158463018E+01,  3.931193584472847E-01,
2460458.500000000, A.D. 2024-May-28 00:00:00.0000,  2.028980017716567E+08, -4.100207367422694E+07, -5.836074856685536E+06,  5.723913778986564E+00,  2.581800379473175E+01,  4.006797282082957E-01,
2460459.500000000, A.D. 2024-May-29 00:00:00.0000,  2.033812231024276E+08, -3.876915280410694E+07, -5.801131291859183E+06,  5.461688375018234E+00,  2.586949362040692E+01,  4.081908115114743E-01,
2460460.500000000, A.D. 2024-May-30 00:00:00.0000,  2.038417688093241E+08, -3.653190915998191E+07, -5.765540935076721E+06,  5.199021380476243E+00,  2.591806738460323E+01,  4.156515981694611E-01,
2460461.500000000, A.D. 2024-May-31 00:00:00.0000,  2.042796023736081E+08, -3.429059482765823E+07, -5.729308174305419E+06,  4.935950669653801E+00,  2.596372201287388E+01,  4.230610952686948E-01,
2460462.500000000, A.D. 2024-Jun-01 00:00:00.0000,  2.046946905484891E+08, -3.204546213440918E+07, -5.692437482813857E+06,  4.672514094115452E+00,  2.600645501364649E+01,  4.304183286742838E-01,
2460463.500000000, A.D. 2024-Jun-02 00:00:00.0000,  2.050870033580811E+08, -2.979676359708181E+07, -5.654933418097097E+06,  4.408749481563039E+00,  2.604626447625661E+01,  4.377223381187267E-01,
2460464.500000000, A.D. 2024-Jun-03 00:00:00.0000,  2.054565140953927E+08, -2.754475187048637E+07, -5.616800620813346E+06,  4.144694641743755E+00,  2.608314908575369E+01,  4.449721703875280E-01,
2460465.500000000, A.D. 2024-Jun-04 00:00:00.0000,  2.058031993191819E+08, -2.528967969591398E+07, -5.578043813640974E+06,  3.880387361167268E+00,  2.611710813201349E+01,  4.521668774893524E-01,
